",""CS"",""res"",""nres"",""trial"",""rt"",""hrv"",""ID"""
"3944,""CS-"",""R1"",8,""10"",647,632.5,""47ff"""
"4169,""CS-"",""R1"",8,""11"",751,639,""47ff"""
"4245,""CS-"",""R1"",8,""12"",685,643.5,""47ff"""
"4645,""CS-"",""R1"",9,""13"",612,800,""47ff"""
"4945,""CS-"",""R1"",7,""14"",1129,642,""47ff"""
"5644,""CS-"",""R1"",9,""15"",838,643,""47ff"""
"5945,""CS-"",""R1"",9,""16"",838,644.5,""47ff"""
"6544,""CS-"",""R1"",9,""17"",637,627,""47ff"""
"6744,""CS-"",""R1"",8,""18"",656,624.5,""47ff"""
"7745,""CS-"",""R1"",9,""19"",586,638,""47ff"""
"7844,""CS-"",""R1"",9,""20"",802,654,""47ff"""
"8247,""CS-"",""R1"",9,""21"",746,634.5,""47ff"""
"8744,""CS-"",""R1"",9,""22"",746,626,""47ff"""
"8845,""CS-"",""R1"",9,""23"",659,625,""47ff"""
"8944,""CS-"",""R1"",9,""24"",902,645,""47ff"""
"9045,""CS-"",""R1"",9,""25"",698,728,""47ff"""
"9169,""CS-"",""R1"",9,""26"",322,630,""47ff"""
"10545,""CS-"",""R1"",9,""27"",660,621.5,""47ff"""
"10744,""CS-"",""R1"",8,""28"",891,624.5,""47ff"""
"10945,""CS-"",""R1"",9,""29"",669,656,""47ff"""
"11062,""CS-"",""R1"",9,""30"",586,622,""47ff"""
"12247,""CS-"",""R1"",9,""31"",623,824,""47ff"""
"12645,""CS-"",""R1"",9,""32"",583,792,""47ff"""
"13244,""CS-"",""R1"",9,""33"",526,736,""47ff"""
"13345,""CS-"",""R1"",9,""34"",709,728,""47ff"""
"13444,""CS-"",""R1"",9,""35"",608,840,""47ff"""
"13545,""CS-"",""R1"",9,""36"",720,736,""47ff"""
"13745,""CS-"",""R1"",9,""37"",609,808,""47ff"""
"13943,""CS-"",""R1"",9,""38"",630,800.5,""47ff"""
"14345,""CS-"",""R1"",9,""39"",558,760,""47ff"""
"14445,""CS-"",""R1"",9,""40"",606,792,""47ff"""
"16168,""CS-"",""R1"",9,""41"",855,642,""47ff"""
"16345,""CS-"",""R1"",9,""42"",582,676,""47ff"""
"16545,""CS-"",""R1"",9,""43"",596,719,""47ff"""
"17745,""CS-"",""R1"",9,""44"",801,637.5,""47ff"""
"18167,""CS-"",""R1"",9,""45"",680,644,""47ff"""
"18343,""CS-"",""R1"",9,""46"",824,638.5,""47ff"""
"18743,""CS-"",""R1"",9,""47"",923,638,""47ff"""
"18842,""CS-"",""R1"",8,""48"",1654,648,""47ff"""
"19245,""CS-"",""R1"",9,""49"",1231,642,""47ff"""
"19942,""CS-"",""R1"",10,""50"",679,624,""47ff"""
"6168,""CS1"",""R2"",8,""1"",617,630.5,""47ff"""
"7166,""CS1"",""R2"",9,""2"",639,638,""47ff"""
"11169,""CS1"",""R2"",8,""3"",911,626,""47ff"""
"14167,""CS1"",""R1"",8,""4"",697,642,""47ff"""
"17168,""CS1"",""R1"",8,""5"",615,628,""47ff"""
"2845,""CS1"",""R2"",6,""6"",749,622,""47ff"""
"2944,""CS1"",""R2"",7,""7"",1532,640,""47ff"""
"3246,""CS1"",""R2"",7,""8"",773,637.5,""47ff"""
"3445,""CS1"",""R2"",8,""9"",669,634.5,""47ff"""
"3745,""CS1"",""R2"",8,""10"",768,634,""47ff"""
"4745,""CS1"",""R2"",8,""11"",824,627,""47ff"""
"4845,""CS1"",""R2"",7,""12"",679,629,""47ff"""
"5045,""CS1"",""R2"",7,""13"",1068,665.5,""47ff"""
"5246,""CS1"",""R2"",7,""14"",760,642,""47ff"""
"6044,""CS1"",""R2"",9,""15"",789,644,""47ff"""
"6345,""CS1"",""R2"",7,""16"",701,654,""47ff"""
"6845,""CS1"",""R2"",9,""17"",702,744,""47ff"""
"7445,""CS1"",""R2"",9,""18"",615,629.5,""47ff"""
"7645,""CS1"",""R1"",8,""19"",882,636.5,""47ff"""
"8045,""CS1"",""R1"",7,""20"",722,632,""47ff"""
"8344,""CS1"",""R2"",9,""21"",624,638.5,""47ff"""
"8444,""CS1"",""R2"",9,""22"",603,632.5,""47ff"""
"8644,""CS1"",""R1"",9,""23"",725,634,""47ff"""
"9245,""CS1"",""R2"",9,""24"",562,635,""47ff"""
"9345,""CS1"",""R2"",8,""25"",1293,639.5,""47ff"""
"10645,""CS1"",""R2"",9,""26"",708,613,""47ff"""
"11445,""CS1"",""R2"",9,""27"",686,623,""47ff"""
"11545,""CS1"",""R2"",9,""28"",750,728,""47ff"""
"11845,""CS1"",""R2"",9,""29"",602,792,""47ff"""
"11944,""CS1"",""R2"",9,""30"",711,768,""47ff"""
"12169,""CS1"",""R2"",9,""31"",717,752,""47ff"""
"12545,""CS1"",""R2"",8,""32"",713,804,""47ff"""
"13044,""CS1"",""R2"",9,""33"",667,768,""47ff"""
"14545,""CS1"",""R2"",9,""34"",620,780,""47ff"""
"14745,""CS1"",""R2"",8,""35"",1116,764,""47ff"""
"14944,""CS1"",""R2"",7,""36"",1479,764,""47ff"""
"15445,""CS1"",""R2"",8,""37"",1379,668,""47ff"""
"15543,""CS1"",""R2"",9,""38"",317,692,""47ff"""
"15644,""CS1"",""R1"",9,""39"",859,648,""47ff"""
"15845,""CS1"",""R2"",9,""40"",630,629,""47ff"""
"16445,""CS1"",""R2"",9,""41"",735,748.5,""47ff"""
"16844,""CS1"",""R2"",8,""42"",1275,700,""47ff"""
"17044,""CS1"",""R2"",9,""43"",658,654,""47ff"""
"17445,""CS1"",""R2"",9,""44"",1077,637.5,""47ff"""
"17645,""CS1"",""R2"",9,""45"",593,639.5,""47ff"""
"17943,""CS1"",""R2"",9,""46"",828,852,""47ff"""
"18044,""CS1"",""R2"",8,""47"",1360,660,""47ff"""
"19043,""CS1"",""R2"",10,""48"",630,720,""47ff"""
"19442,""CS1"",""R2"",10,""49"",675,627,""47ff"""
"19543,""CS1"",""R2"",9,""50"",711,641.5,""47ff"""
"3169,""CS2"",""R1"",7,""1"",635,629,""47ff"""
"4170,""CS2"",""R1"",8,""2"",602,635,""47ff"""
"5168,""CS2"",""R1"",9,""3"",724,631,""47ff"""
"9170,""CS2"",""R2"",8,""4"",817,635,""47ff"""
"12170,""CS2"",""R1"",7,""5"",920,634.5,""47ff"""
"18168,""CS2"",""R2"",8,""6"",648,633.5,""47ff"""
"2056,""CS2"",""R2"",9,""7"",632,638,""47ff"""
"2173,""CS2"",""R2"",8,""8"",587,630.5,""47ff"""
"2645,""CS2"",""R1"",8,""9"",924,646,""47ff"""
"2745,""CS2"",""R1"",8,""10"",764,636,""47ff"""
"4345,""CS2"",""R2"",7,""11"",782,634.5,""47ff"""
"5169,""CS2"",""R2"",9,""12"",605,642,""47ff"""
"5744,""CS2"",""R2"",9,""13"",740,844,""47ff"""
"5845,""CS2"",""R2"",9,""14"",316,647,""47ff"""
"6247,""CS2"",""R2"",7,""15"",580,653,""47ff"""
"6443,""CS2"",""R2"",9,""16"",603,642,""47ff"""
"6645,""CS2"",""R2"",7,""17"",638,632.5,""47ff"""
"6944,""CS2"",""R2"",9,""18"",604,640.5,""47ff"""
"7167,""CS2"",""R2"",9,""19"",626,637.5,""47ff"""
"7545,""CS2"",""R2"",9,""20"",723,637,""47ff"""
"9445,""CS2"",""R2"",9,""21"",579,636,""47ff"""
"9744,""CS2"",""R2"",7,""22"",1207,611.5,""47ff"""
"9845,""CS2"",""R2"",8,""23"",970,618.5,""47ff"""
"10045,""CS2"",""R2"",9,""24"",725,640.5,""47ff"""
"10247,""CS2"",""R2"",9,""25"",667,623,""47ff"""
"10344,""CS2"",""R2"",9,""26"",778,610,""47ff"""
"10445,""CS2"",""R2"",9,""27"",749,620.5,""47ff"""
"10844,""CS2"",""R2"",8,""28"",888,642.5,""47ff"""
"11643,""CS2"",""R2"",9,""29"",826,808,""47ff"""
"12044,""CS2"",""R2"",9,""30"",767,704,""47ff"""
"12444,""CS2"",""R2"",9,""31"",737,840,""47ff"""
"13168,""CS2"",""R2"",9,""32"",940,704,""47ff"""
"13645,""CS2"",""R2"",9,""33"",810,796,""47ff"""
"14044,""CS2"",""R2"",9,""34"",782,744,""47ff"""
"14247,""CS2"",""R2"",8,""35"",850,724,""47ff"""
"14645,""CS2"",""R2"",9,""36"",644,688,""47ff"""
"15246,""CS2"",""R2"",9,""37"",743,736,""47ff"""
"15346,""CS2"",""R2"",9,""38"",880,644.5,""47ff"""
"15945,""CS2"",""R2"",9,""39"",594,632,""47ff"""
"16045,""CS2"",""R2"",9,""40"",579,692,""47ff"""
"17169,""CS2"",""R2"",8,""41"",1167,637,""47ff"""
"17345,""CS2"",""R2"",9,""42"",663,640.5,""47ff"""
"17545,""CS2"",""R2"",9,""43"",842,657,""47ff"""
"17844,""CS2"",""R2"",10,""44"",308,645.5,""47ff"""
"18442,""CS2"",""R2"",9,""45"",881,643,""47ff"""
"18542,""CS2"",""R2"",9,""46"",1005,638,""47ff"""
"18643,""CS2"",""R2"",9,""47"",685,643,""47ff"""
"19165,""CS2"",""R2"",10,""48"",593,648,""47ff"""
"19343,""CS2"",""R2"",9,""49"",868,634.5,""47ff"""
"19742,""CS2"",""R2"",9,""50"",702,629.5,""47ff"""
"11063,""CS3"",""R1"",6,""1"",630,1039,""47ff"""
"10168,""CS3"",""R1"",7,""2"",772,648,""47ff"""
"15168,""CS3"",""R2"",7,""3"",557,619,""47ff"""
"16169,""CS3"",""R2"",8,""4"",590,636,""47ff"""
"2349,""CS3"",""R2"",6,""5"",822,627,""47ff"""
"2449,""CS3"",""R2"",8,""6"",666,828,""47ff"""
"2549,""CS3"",""R2"",8,""7"",883,629,""47ff"""
"3346,""CS3"",""R2"",7,""8"",710,636,""47ff"""
"3645,""CS3"",""R1"",8,""9"",1017,626.5,""47ff"""
"4044,""CS3"",""R2"",7,""10"",655,633,""47ff"""
"4445,""CS3"",""R2"",8,""11"",711,642,""47ff"""
"4545,""CS3"",""R2"",8,""12"",642,639,""47ff"""
"5344,""CS3"",""R2"",8,""13"",993,647,""47ff"""
"5443,""CS3"",""R2"",9,""14"",734,636,""47ff"""
"5544,""CS3"",""R2"",8,""15"",741,638,""47ff"""
"6169,""CS3"",""R2"",10,""16"",585,641.5,""47ff"""
"7044,""CS3"",""R2"",9,""17"",740,634,""47ff"""
"7246,""CS3"",""R2"",9,""18"",764,648.5,""47ff"""
"7344,""CS3"",""R2"",8,""19"",1027,649.5,""47ff"""
"7944,""CS3"",""R2"",9,""20"",608,816,""47ff"""
"8168,""CS3"",""R2"",9,""21"",1017,624,""47ff"""
"8544,""CS3"",""R2"",9,""22"",731,637.5,""47ff"""
"9544,""CS3"",""R2"",9,""23"",781,632.5,""47ff"""
"9645,""CS3"",""R2"",9,""24"",864,632,""47ff"""
"9944,""CS3"",""R1"",9,""25"",768,611,""47ff"""
"10169,""CS3"",""R1"",9,""26"",631,808,""47ff"""
"11170,""CS3"",""R2"",9,""27"",832,615,""47ff"""
"11247,""CS3"",""R2"",9,""28"",579,856,""47ff"""
"11347,""CS3"",""R1"",9,""29"",581,696,""47ff"""
"11744,""CS3"",""R1"",9,""30"",966,840,""47ff"""
"12345,""CS3"",""R2"",9,""31"",707,740,""47ff"""
"12745,""CS3"",""R1"",9,""32"",579,824,""47ff"""
"12845,""CS3"",""R1"",9,""33"",679,856,""47ff"""
"12945,""CS3"",""R1"",9,""34"",806,760,""47ff"""
"13844,""CS3"",""R1"",9,""35"",592,800,""47ff"""
"14168,""CS3"",""R2"",9,""36"",603,760,""47ff"""
"14845,""CS3"",""R2"",8,""37"",733,688,""47ff"""
"15045,""CS3"",""R1"",9,""38"",840,680,""47ff"""
"15169,""CS3"",""R1"",9,""39"",775,664,""47ff"""
"15745,""CS3"",""R2"",9,""40"",642,728,""47ff"""
"16247,""CS3"",""R1"",9,""41"",537,672,""47ff"""
"16645,""CS3"",""R1"",9,""42"",711,635.5,""47ff"""
"16745,""CS3"",""R1"",9,""43"",434,638,""47ff"""
"16945,""CS3"",""R1"",9,""44"",836,626.5,""47ff"""
"17246,""CS3"",""R1"",9,""45"",634,632,""47ff"""
"18246,""CS3"",""R1"",9,""46"",667,637.5,""47ff"""
"18943,""CS3"",""R1"",9,""47"",722,648.5,""47ff"""
"19643,""CS3"",""R1"",9,""48"",779,639,""47ff"""
"19842,""CS3"",""R1"",10,""49"",606,652,""47ff"""
"20042,""CS3"",""R2"",10,""50"",302,634.5,""47ff"""
"4171,""CS-"",""R1"",4,""1"",1559,680.5,""48fd"""
"7168,""CS-"",""R2"",5,""2"",941,616,""48fd"""
"8169,""CS-"",""R2"",4,""3"",890,656,""48fd"""
"10170,""CS-"",""R2"",5,""4"",824,636,""48fd"""
"14169,""CS-"",""R2"",6,""5"",729,646,""48fd"""
"2057,""CS-"",""R2"",5,""6"",1001,622,""48fd"""
"2350,""CS-"",""R1"",6,""7"",718,633,""48fd"""
"2746,""CS-"",""R2"",6,""8"",688,587,""48fd"""
"3046,""CS-"",""R1"",6,""9"",607,667.5,""48fd"""
"3646,""CS-"",""R2"",6,""10"",670,628,""48fd"""
"4172,""CS-"",""R1"",5,""11"",872,610,""48fd"""
"5046,""CS-"",""R1"",6,""12"",961,592,""48fd"""
"5170,""CS-"",""R2"",5,""13"",1696,626.5,""48fd"""
"5345,""CS-"",""R1"",4,""14"",993,617,""48fd"""
"5745,""CS-"",""R1"",7,""15"",782,1324,""48fd"""
"6444,""CS-"",""R1"",7,""16"",782,603,""48fd"""
"6846,""CS-"",""R1"",6,""17"",698,1304,""48fd"""
"6945,""CS-"",""R1"",6,""18"",971,598.5,""48fd"""
"7446,""CS-"",""R2"",8,""19"",779,605,""48fd"""
"8046,""CS-"",""R1"",7,""20"",793,589,""48fd"""
"8645,""CS-"",""R1"",8,""21"",703,600,""48fd"""
"8945,""CS-"",""R2"",9,""22"",1052,638.5,""48fd"""
"9171,""CS-"",""R2"",7,""23"",748,591,""48fd"""
"9646,""CS-"",""R2"",9,""24"",729,616,""48fd"""
"10171,""CS-"",""R1"",9,""25"",719,1048,""48fd"""
"10248,""CS-"",""R1"",9,""26"",615,613.5,""48fd"""
"10845,""CS-"",""R2"",10,""27"",646,642.5,""48fd"""
"11248,""CS-"",""R1"",8,""28"",1096,1596.5,""48fd"""
"11644,""CS-"",""R2"",10,""29"",714,1032,""48fd"""
"11745,""CS-"",""R1"",8,""30"",880,1256,""48fd"""
"12546,""CS-"",""R1"",9,""31"",689,1288,""48fd"""
"12746,""CS-"",""R2"",9,""32"",581,992,""48fd"""
"12846,""CS-"",""R2"",9,""33"",908,1152,""48fd"""
"13245,""CS-"",""R2"",9,""34"",603,1120,""48fd"""
"13346,""CS-"",""R1"",9,""35"",716,944,""48fd"""
"13445,""CS-"",""R1"",10,""36"",710,976,""48fd"""
"13845,""CS-"",""R1"",10,""37"",678,1292,""48fd"""
"15347,""CS-"",""R2"",9,""38"",795,936,""48fd"""
"15446,""CS-"",""R1"",9,""39"",679,972.5,""48fd"""
"15645,""CS-"",""R1"",9,""40"",686,984,""48fd"""
"16248,""CS-"",""R2"",9,""41"",586,920,""48fd"""
"16845,""CS-"",""R1"",9,""42"",711,1300.5,""48fd"""
"16946,""CS-"",""R2"",9,""43"",585,936,""48fd"""
"17646,""CS-"",""R2"",9,""44"",537,820,""48fd"""
"17944,""CS-"",""R2"",9,""45"",628,1624,""48fd"""
"18344,""CS-"",""R2"",8,""46"",937,880.5,""48fd"""
"18543,""CS-"",""R1"",9,""47"",661,772,""48fd"""
"19166,""CS-"",""R1"",9,""48"",686,696,""48fd"""
"19443,""CS-"",""R2"",8,""49"",1415,736,""48fd"""
"19843,""CS-"",""R1"",7,""50"",631,744,""48fd"""
"6170,""CS1"",""R1"",4,""1"",1906,632,""48fd"""
"11171,""CS1"",""R1"",5,""2"",947,603,""48fd"""
"12171,""CS1"",""R1"",5,""3"",892,680,""48fd"""
"13169,""CS1"",""R1"",5,""4"",668,1336,""48fd"""
"15170,""CS1"",""R1"",5,""5"",814,627.5,""48fd"""
"2174,""CS1"",""R1"",6,""6"",740,728,""48fd"""
"2550,""CS1"",""R1"",5,""7"",897,695.5,""48fd"""
"2646,""CS1"",""R1"",5,""8"",887,636,""48fd"""
"3170,""CS1"",""R1"",5,""9"",907,736,""48fd"""
"4045,""CS1"",""R1"",6,""10"",708,591,""48fd"""
"4646,""CS1"",""R1"",6,""11"",747,1200,""48fd"""
"5846,""CS1"",""R1"",6,""12"",720,595.5,""48fd"""
"5946,""CS1"",""R1"",6,""13"",907,607.5,""48fd"""
"6045,""CS1"",""R1"",7,""14"",760,627.5,""48fd"""
"6171,""CS1"",""R1"",7,""15"",751,607.5,""48fd"""
"6545,""CS1"",""R1"",7,""16"",661,619,""48fd"""
"7045,""CS1"",""R1"",6,""17"",1061,607.5,""48fd"""
"7247,""CS1"",""R1"",8,""18"",923,605,""48fd"""
"7345,""CS1"",""R1"",8,""19"",859,664,""48fd"""
"7746,""CS1"",""R1"",7,""20"",813,644,""48fd"""
"8248,""CS1"",""R1"",7,""21"",774,612.5,""48fd"""
"8345,""CS1"",""R1"",7,""22"",802,602,""48fd"""
"9545,""CS1"",""R1"",8,""23"",732,588.5,""48fd"""
"9745,""CS1"",""R1"",8,""24"",673,601,""48fd"""
"9846,""CS1"",""R1"",8,""25"",657,641,""48fd"""
"10745,""CS1"",""R1"",9,""26"",696,640.5,""48fd"""
"10946,""CS1"",""R1"",8,""27"",994,640,""48fd"""
"11064,""CS1"",""R1"",9,""28"",657,836,""48fd"""
"11546,""CS1"",""R1"",9,""29"",632,1064,""48fd"""
"11846,""CS1"",""R1"",9,""30"",645,1272,""48fd"""
"12646,""CS1"",""R1"",8,""31"",770,1324,""48fd"""
"13646,""CS1"",""R1"",9,""32"",682,1176,""48fd"""
"14170,""CS1"",""R1"",9,""33"",754,1232,""48fd"""
"14646,""CS1"",""R1"",9,""34"",694,5504,""48fd"""
"14746,""CS1"",""R1"",9,""35"",775,920,""48fd"""
"14846,""CS1"",""R1"",9,""36"",728,1024,""48fd"""
"15171,""CS1"",""R1"",9,""37"",837,896,""48fd"""
"15247,""CS1"",""R1"",9,""38"",1228,952,""48fd"""
"15946,""CS1"",""R1"",10,""39"",840,900,""48fd"""
"16046,""CS1"",""R1"",9,""40"",302,888,""48fd"""
"16170,""CS1"",""R1"",9,""41"",748,928,""48fd"""
"16446,""CS1"",""R1"",9,""42"",675,944,""48fd"""
"16746,""CS1"",""R1"",10,""43"",693,936,""48fd"""
"17170,""CS1"",""R1"",8,""44"",1707,808,""48fd"""
"17346,""CS1"",""R1"",9,""45"",710,729,""48fd"""
"17446,""CS1"",""R1"",9,""46"",657,736,""48fd"""
"18045,""CS1"",""R1"",10,""47"",583,935.5,""48fd"""
"18169,""CS1"",""R1"",9,""48"",635,880,""48fd"""
"18944,""CS1"",""R1"",8,""49"",1609,586,""48fd"""
"19943,""CS1"",""R1"",8,""50"",1231,824,""48fd"""
"11065,""CS2"",""R1"",3,""1"",701,2272,""48fd"""
"2175,""CS2"",""R2"",3,""2"",701,1280,""48fd"""
"17171,""CS2"",""R2"",5,""3"",651,696,""48fd"""
"2250,""CS2"",""R2"",6,""4"",731,614,""48fd"""
"2450,""CS2"",""R2"",5,""5"",743,1332,""48fd"""
"2846,""CS2"",""R2"",6,""6"",760,776,""48fd"""
"2945,""CS2"",""R2"",6,""7"",956,600.5,""48fd"""
"3247,""CS2"",""R2"",6,""8"",1352,624.5,""48fd"""
"3347,""CS2"",""R2"",6,""9"",866,604.5,""48fd"""
"3846,""CS2"",""R2"",7,""10"",668,597.5,""48fd"""
"4446,""CS2"",""R2"",6,""11"",795,597,""48fd"""
"4746,""CS2"",""R2"",6,""12"",885,659.5,""48fd"""
"4946,""CS2"",""R2"",5,""13"",789,595,""48fd"""
"5247,""CS2"",""R2"",5,""14"",1164,636,""48fd"""
"5645,""CS2"",""R2"",6,""15"",912,606.5,""48fd"""
"6248,""CS2"",""R2"",7,""16"",729,590.5,""48fd"""
"6646,""CS2"",""R2"",6,""17"",1149,653.5,""48fd"""
"7169,""CS2"",""R2"",7,""18"",969,601.5,""48fd"""
"7546,""CS2"",""R2"",8,""19"",733,605.5,""48fd"""
"7646,""CS2"",""R2"",9,""20"",931,589,""48fd"""
"8445,""CS2"",""R2"",2,""21"",701,616,""48fd"""
"8745,""CS2"",""R2"",10,""22"",646,644,""48fd"""
"9246,""CS2"",""R2"",9,""23"",741,605,""48fd"""
"9446,""CS2"",""R2"",10,""24"",674,632,""48fd"""
"10046,""CS2"",""R2"",8,""25"",603,638,""48fd"""
"10345,""CS2"",""R2"",9,""26"",621,640.5,""48fd"""
"10446,""CS2"",""R2"",10,""27"",652,628.5,""48fd"""
"10646,""CS2"",""R2"",9,""28"",652,612,""48fd"""
"11172,""CS2"",""R2"",9,""29"",572,632,""48fd"""
"12045,""CS2"",""R2"",9,""30"",610,1299.5,""48fd"""
"12172,""CS2"",""R2"",9,""31"",633,960,""48fd"""
"12248,""CS2"",""R2"",10,""32"",600,1040,""48fd"""
"13546,""CS2"",""R2"",10,""33"",577,1608,""48fd"""
"14045,""CS2"",""R2"",9,""34"",680,960,""48fd"""
"14346,""CS2"",""R2"",10,""35"",663,928,""48fd"""
"14446,""CS2"",""R2"",9,""36"",781,1040,""48fd"""
"14546,""CS2"",""R2"",9,""37"",654,1216,""48fd"""
"15046,""CS2"",""R2"",9,""38"",1049,2096,""48fd"""
"15746,""CS2"",""R2"",9,""39"",675,1808,""48fd"""
"15846,""CS2"",""R2"",9,""40"",620,888,""48fd"""
"16346,""CS2"",""R2"",10,""41"",608,932,""48fd"""
"17746,""CS2"",""R2"",9,""42"",684,691,""48fd"""
"17845,""CS2"",""R1"",9,""43"",617,664,""48fd"""
"18644,""CS2"",""R2"",10,""44"",645,792,""48fd"""
"18744,""CS2"",""R2"",9,""45"",674,627,""48fd"""
"19044,""CS2"",""R2"",7,""46"",701,1628,""48fd"""
"19246,""CS2"",""R2"",7,""47"",683,728,""48fd"""
"19644,""CS2"",""R2"",9,""48"",744,776,""48fd"""
"19743,""CS2"",""R2"",8,""49"",678,684,""48fd"""
"20043,""CS2"",""R2"",9,""50"",650,647,""48fd"""
"3171,""CS3"",""R2"",3,""1"",701,641,""48fd"""
"5171,""CS3"",""R2"",2,""2"",1652,656,""48fd"""
"9172,""CS3"",""R1"",5,""3"",1132,605,""48fd"""
"16171,""CS3"",""R1"",5,""4"",1280,680,""48fd"""
"18170,""CS3"",""R2"",5,""5"",741,704,""48fd"""
"19167,""CS3"",""R1"",6,""6"",726,656,""48fd"""
"3446,""CS3"",""R1"",6,""7"",947,744,""48fd"""
"3545,""CS3"",""R2"",6,""8"",839,1452,""48fd"""
"3746,""CS3"",""R1"",6,""9"",885,608,""48fd"""
"3945,""CS3"",""R2"",7,""10"",688,671.5,""48fd"""
"4246,""CS3"",""R2"",5,""11"",636,624,""48fd"""
"4346,""CS3"",""R1"",5,""12"",1335,596,""48fd"""
"4546,""CS3"",""R1"",5,""13"",1087,604.5,""48fd"""
"4846,""CS3"",""R1"",6,""14"",771,646.5,""48fd"""
"5444,""CS3"",""R2"",7,""15"",744,644,""48fd"""
"5545,""CS3"",""R2"",7,""16"",791,598.5,""48fd"""
"6346,""CS3"",""R1"",7,""17"",783,680,""48fd"""
"6745,""CS3"",""R2"",8,""18"",642,593,""48fd"""
"7845,""CS3"",""R2"",9,""19"",928,638.5,""48fd"""
"7945,""CS3"",""R2"",8,""20"",1056,1296,""48fd"""
"8170,""CS3"",""R1"",7,""21"",829,616,""48fd"""
"8545,""CS3"",""R2"",7,""22"",921,589,""48fd"""
"8846,""CS3"",""R1"",9,""23"",832,630.5,""48fd"""
"9046,""CS3"",""R1"",8,""24"",902,1255.5,""48fd"""
"9346,""CS3"",""R1"",8,""25"",771,768,""48fd"""
"9945,""CS3"",""R2"",8,""26"",704,651,""48fd"""
"10546,""CS3"",""R1"",8,""27"",894,668,""48fd"""
"11348,""CS3"",""R2"",7,""28"",666,1299.5,""48fd"""
"11446,""CS3"",""R1"",8,""29"",669,620,""48fd"""
"11945,""CS3"",""R2"",9,""30"",749,1204.5,""48fd"""
"12346,""CS3"",""R1"",8,""31"",791,960,""48fd"""
"12445,""CS3"",""R2"",9,""32"",604,1812,""48fd"""
"12946,""CS3"",""R1"",8,""33"",796,1080,""48fd"""
"13045,""CS3"",""R2"",9,""34"",684,1080,""48fd"""
"13170,""CS3"",""R1"",9,""35"",762,1056,""48fd"""
"13746,""CS3"",""R2"",10,""36"",607,1368,""48fd"""
"13944,""CS3"",""R2"",9,""37"",714,1279.5,""48fd"""
"14248,""CS3"",""R2"",9,""38"",680,1032,""48fd"""
"14945,""CS3"",""R2"",9,""39"",723,1012.5,""48fd"""
"15544,""CS3"",""R2"",8,""40"",749,975,""48fd"""
"16546,""CS3"",""R2"",9,""41"",841,808,""48fd"""
"16646,""CS3"",""R2"",9,""42"",737,968,""48fd"""
"17045,""CS3"",""R1"",10,""43"",687,880,""48fd"""
"17247,""CS3"",""R2"",9,""44"",594,736,""48fd"""
"17546,""CS3"",""R2"",10,""45"",581,620,""48fd"""
"18247,""CS3"",""R1"",8,""46"",756,896,""48fd"""
"18443,""CS3"",""R2"",9,""47"",730,920,""48fd"""
"18843,""CS3"",""R1"",9,""48"",733,644,""48fd"""
"19344,""CS3"",""R1"",9,""49"",742,615.5,""48fd"""
"19544,""CS3"",""R2"",9,""50"",1004,616,""48fd"""
"8171,""CS-"",""R2"",9,""1"",663,610,""49mc"""
"9173,""CS-"",""R1"",9,""2"",700,656,""49mc"""
"13171,""CS-"",""R1"",9,""3"",1217,605.5,""49mc"""
"14171,""CS-"",""R1"",10,""4"",606,632,""49mc"""
"18171,""CS-"",""R2"",8,""5"",848,783.5,""49mc"""
"2176,""CS-"",""R1"",10,""6"",594,852,""49mc"""
"2747,""CS-"",""R1"",10,""7"",739,651.5,""49mc"""
"3447,""CS-"",""R2"",9,""8"",1086,728,""49mc"""
"3847,""CS-"",""R2"",10,""9"",817,664,""49mc"""
"3946,""CS-"",""R1"",10,""10"",714,777,""49mc"""
"4347,""CS-"",""R2"",10,""11"",724,704,""49mc"""
"5172,""CS-"",""R2"",7,""12"",760,720,""49mc"""
"5248,""CS-"",""R2"",6,""13"",608,648,""49mc"""
"5546,""CS-"",""R2"",7,""14"",738,664,""49mc"""
"6046,""CS-"",""R2"",9,""15"",662,664,""49mc"""
"6172,""CS-"",""R1"",9,""16"",798,624,""49mc"""
"6746,""CS-"",""R2"",10,""17"",764,597,""49mc"""
"7846,""CS-"",""R1"",10,""18"",577,636,""49mc"""
"7946,""CS-"",""R2"",9,""19"",807,618,""49mc"""
"8047,""CS-"",""R1"",9,""20"",787,708,""49mc"""
"8446,""CS-"",""R2"",9,""21"",891,599,""49mc"""
"8646,""CS-"",""R1"",9,""22"",705,692,""49mc"""
"8847,""CS-"",""R2"",9,""23"",788,596,""49mc"""
"9174,""CS-"",""R2"",9,""24"",726,608,""49mc"""
"9347,""CS-"",""R2"",9,""25"",749,616,""49mc"""
"9946,""CS-"",""R1"",9,""26"",737,670.5,""49mc"""
"10172,""CS-"",""R1"",9,""27"",815,602,""49mc"""
"10249,""CS-"",""R2"",8,""28"",806,636,""49mc"""
"10846,""CS-"",""R2"",10,""29"",676,808,""49mc"""
"11547,""CS-"",""R2"",9,""30"",768,595,""49mc"""
"12173,""CS-"",""R2"",7,""31"",892,590,""49mc"""
"12347,""CS-"",""R1"",9,""32"",793,590,""49mc"""
"12747,""CS-"",""R1"",7,""33"",874,585,""49mc"""
"12847,""CS-"",""R2"",8,""34"",663,592,""49mc"""
"13446,""CS-"",""R2"",4,""35"",701,590,""49mc"""
"13846,""CS-"",""R1"",9,""36"",702,591,""49mc"""
