",""CS"",""res"",""nres"",""trial"",""rt"",""hrv"",""ID"""
"12840,""CS3"",""R2"",11,""31"",614,560,""42ag"""
"13039,""CS3"",""R2"",10,""32"",1322,560,""42ag"""
"13839,""CS3"",""R2"",11,""33"",679,476.5,""42ag"""
"13938,""CS3"",""R1"",11,""34"",727,480,""42ag"""
"14158,""CS3"",""R2"",11,""35"",636,492,""42ag"""
"14340,""CS3"",""R2"",9,""36"",1209,639.5,""42ag"""
"14440,""CS3"",""R1"",10,""37"",642,625,""42ag"""
"14540,""CS3"",""R2"",10,""38"",672,536,""42ag"""
"15440,""CS3"",""R1"",10,""39"",850,664,""42ag"""
"16040,""CS3"",""R2"",10,""40"",894,544,""42ag"""
"17159,""CS3"",""R1"",10,""41"",1163,516,""42ag"""
"17440,""CS3"",""R2"",11,""42"",645,532,""42ag"""
"17540,""CS3"",""R1"",10,""43"",679,528,""42ag"""
"17640,""CS3"",""R2"",9,""44"",1216,511,""42ag"""
"18158,""CS3"",""R1"",9,""45"",753,484,""42ag"""
"18938,""CS3"",""R1"",11,""46"",688,504,""42ag"""
"19155,""CS3"",""R2"",12,""47"",532,477.5,""42ag"""
"19338,""CS3"",""R2"",11,""48"",604,512,""42ag"""
"19937,""CS3"",""R2"",11,""49"",672,544,""42ag"""
"20037,""CS3"",""R1"",10,""50"",974,464,""42ag"""
"2164,""CS-"",""R1"",12,""1"",682,458,""43gb"""
"4161,""CS-"",""R1"",12,""2"",487,447,""43gb"""
"6160,""CS-"",""R1"",12,""3"",485,454,""43gb"""
"13159,""CS-"",""R2"",10,""4"",887,499,""43gb"""
"2052,""CS-"",""R1"",12,""5"",524,450,""43gb"""
"2165,""CS-"",""R2"",12,""6"",559,433,""43gb"""
"2545,""CS-"",""R2"",12,""7"",496,442.5,""43gb"""
"2641,""CS-"",""R1"",12,""8"",574,460,""43gb"""
"2940,""CS-"",""R2"",12,""9"",585,432.5,""43gb"""
"3242,""CS-"",""R1"",12,""10"",521,426,""43gb"""
"4162,""CS-"",""R2"",11,""11"",705,427,""43gb"""
"4241,""CS-"",""R1"",11,""12"",840,429,""43gb"""
"4441,""CS-"",""R1"",12,""13"",446,490,""43gb"""
"4941,""CS-"",""R2"",11,""14"",616,448,""43gb"""
"5640,""CS-"",""R2"",10,""15"",1061,467,""43gb"""
"5941,""CS-"",""R1"",13,""16"",228,446,""43gb"""
"6040,""CS-"",""R2"",12,""17"",481,454,""43gb"""
"6243,""CS-"",""R2"",12,""18"",614,439,""43gb"""
"7159,""CS-"",""R1"",1,""19"",701,434,""43gb"""
"7541,""CS-"",""R1"",11,""20"",1166,447.5,""43gb"""
"8159,""CS-"",""R1"",13,""21"",614,452.5,""43gb"""
"8440,""CS-"",""R1"",13,""22"",512,425,""43gb"""
"8640,""CS-"",""R1"",12,""23"",535,423,""43gb"""
"8841,""CS-"",""R1"",12,""24"",583,443,""43gb"""
"8940,""CS-"",""R2"",12,""25"",303,433.5,""43gb"""
"9241,""CS-"",""R1"",12,""26"",855,450,""43gb"""
"10243,""CS-"",""R1"",11,""27"",926,456,""43gb"""
"10740,""CS-"",""R2"",13,""28"",766,469,""43gb"""
"11243,""CS-"",""R1"",13,""29"",515,457,""43gb"""
"11940,""CS-"",""R2"",12,""30"",573,476,""43gb"""
"12243,""CS-"",""R1"",12,""31"",522,456.5,""43gb"""
"12440,""CS-"",""R1"",14,""32"",228,457,""43gb"""
"12541,""CS-"",""R2"",13,""33"",516,423,""43gb"""
"13641,""CS-"",""R1"",13,""34"",631,431,""43gb"""
"13939,""CS-"",""R2"",12,""35"",526,462.5,""43gb"""
"14341,""CS-"",""R2"",13,""36"",500,469,""43gb"""
"14441,""CS-"",""R1"",14,""37"",211,456,""43gb"""
"14541,""CS-"",""R2"",12,""38"",804,466,""43gb"""
"14741,""CS-"",""R2"",13,""39"",295,438,""43gb"""
"15640,""CS-"",""R1"",13,""40"",494,463,""43gb"""
"16541,""CS-"",""R2"",13,""41"",532,459,""43gb"""
"16741,""CS-"",""R2"",13,""42"",597,453,""43gb"""
"17040,""CS-"",""R1"",13,""43"",513,493,""43gb"""
"17160,""CS-"",""R2"",12,""44"",1035,NA,""43gb"""
"17840,""CS-"",""R1"",13,""45"",492,462.5,""43gb"""
"18159,""CS-"",""R2"",12,""46"",742,502.5,""43gb"""
"18639,""CS-"",""R1"",13,""47"",524,464,""43gb"""
"19039,""CS-"",""R1"",13,""48"",587,474,""43gb"""
"19438,""CS-"",""R1"",13,""49"",648,431,""43gb"""
"19738,""CS-"",""R2"",13,""50"",511,459,""43gb"""
"11054,""CS1"",""R2"",8,""1"",614,752,""43gb"""
"3160,""CS1"",""R2"",12,""2"",639,445,""43gb"""
"12161,""CS1"",""R1"",12,""3"",514,455,""43gb"""
"17161,""CS1"",""R2"",12,""4"",471,436,""43gb"""
"19156,""CS1"",""R2"",12,""5"",490,452.5,""43gb"""
"2741,""CS1"",""R2"",13,""6"",468,435,""43gb"""
"3161,""CS1"",""R2"",11,""7"",556,433.5,""43gb"""
"3441,""CS1"",""R1"",12,""8"",764,446.5,""43gb"""
"3641,""CS1"",""R1"",12,""9"",589,445.5,""43gb"""
"3940,""CS1"",""R2"",12,""10"",448,438.5,""43gb"""
"4541,""CS1"",""R2"",12,""11"",549,449,""43gb"""
"4741,""CS1"",""R2"",12,""12"",476,469.5,""43gb"""
"5160,""CS1"",""R1"",12,""13"",731,456,""43gb"""
"5340,""CS1"",""R1"",12,""14"",534,464,""43gb"""
"5841,""CS1"",""R2"",10,""15"",335,447,""43gb"""
"6439,""CS1"",""R2"",12,""16"",511,449,""43gb"""
"6540,""CS1"",""R1"",12,""17"",308,429,""43gb"""
"6641,""CS1"",""R2"",13,""18"",473,433.5,""43gb"""
"7242,""CS1"",""R2"",12,""19"",519,447,""43gb"""
"7340,""CS1"",""R1"",13,""20"",292,457,""43gb"""
"8540,""CS1"",""R2"",12,""21"",224,453,""43gb"""
"9161,""CS1"",""R2"",13,""22"",588,472,""43gb"""
"9341,""CS1"",""R2"",10,""23"",1807,449.5,""43gb"""
"9740,""CS1"",""R2"",12,""24"",519,460,""43gb"""
"10941,""CS1"",""R2"",13,""25"",458,465,""43gb"""
"11441,""CS1"",""R1"",12,""26"",582,472,""43gb"""
"11541,""CS1"",""R2"",13,""27"",522,455.5,""43gb"""
"11639,""CS1"",""R1"",13,""28"",506,515,""43gb"""
"11740,""CS1"",""R2"",13,""29"",552,463,""43gb"""
"11841,""CS1"",""R1"",12,""30"",653,504,""43gb"""
"12741,""CS1"",""R2"",13,""31"",490,467.5,""43gb"""
"12941,""CS1"",""R2"",13,""32"",473,464,""43gb"""
"13341,""CS1"",""R2"",13,""33"",226,449,""43gb"""
"14040,""CS1"",""R1"",13,""34"",496,469,""43gb"""
"14841,""CS1"",""R1"",14,""35"",230,496,""43gb"""
"14940,""CS1"",""R2"",12,""36"",654,464,""43gb"""
"15041,""CS1"",""R1"",12,""37"",662,464,""43gb"""
"15441,""CS1"",""R1"",2,""38"",1311,500,""43gb"""
"15841,""CS1"",""R1"",13,""39"",524,492,""43gb"""
"16160,""CS1"",""R2"",13,""40"",521,449,""43gb"""
"16641,""CS1"",""R1"",13,""41"",567,471,""43gb"""
"16941,""CS1"",""R2"",14,""42"",223,472,""43gb"""
"17939,""CS1"",""R2"",13,""43"",655,475,""43gb"""
"18739,""CS1"",""R2"",13,""44"",226,466,""43gb"""
"19157,""CS1"",""R2"",12,""45"",612,423,""43gb"""
"19241,""CS1"",""R1"",13,""46"",471,450.5,""43gb"""
"19339,""CS1"",""R2"",13,""47"",471,447,""43gb"""
"19539,""CS1"",""R2"",12,""48"",827,422.5,""43gb"""
"20038,""CS1"",""R1"",12,""49"",684,461,""43gb"""
"20118,""CS1"",""R2"",11,""50"",1147,434,""43gb"""
"5161,""CS2"",""R2"",14,""1"",476,516,""43gb"""
"7160,""CS2"",""R2"",10,""2"",743,521,""43gb"""
"9162,""CS2"",""R2"",13,""3"",560,426.5,""43gb"""
"10160,""CS2"",""R1"",11,""4"",1265,443.5,""43gb"""
"2345,""CS2"",""R2"",12,""5"",464,482,""43gb"""
"2841,""CS2"",""R1"",12,""6"",482,427,""43gb"""
"3041,""CS2"",""R1"",12,""7"",492,437.5,""43gb"""
"3540,""CS2"",""R2"",12,""8"",580,467,""43gb"""
"3741,""CS2"",""R2"",13,""9"",230,436,""43gb"""
"3841,""CS2"",""R1"",13,""10"",462,449.5,""43gb"""
"4641,""CS2"",""R1"",12,""11"",278,464,""43gb"""
"5041,""CS2"",""R1"",12,""12"",662,433,""43gb"""
"6341,""CS2"",""R1"",12,""13"",530,448.5,""43gb"""
"6740,""CS2"",""R1"",12,""14"",520,438,""43gb"""
"6841,""CS2"",""R2"",12,""15"",706,461,""43gb"""
"7040,""CS2"",""R2"",11,""16"",657,423.5,""43gb"""
"7441,""CS2"",""R2"",10,""17"",988,431.5,""43gb"""
"7641,""CS2"",""R2"",12,""18"",744,433,""43gb"""
"7741,""CS2"",""R1"",13,""19"",493,429,""43gb"""
"7940,""CS2"",""R1"",12,""20"",489,472,""43gb"""
"8243,""CS2"",""R1"",12,""21"",538,439.5,""43gb"""
"9441,""CS2"",""R1"",13,""22"",473,461,""43gb"""
"9540,""CS2"",""R2"",13,""23"",538,449.5,""43gb"""
"10041,""CS2"",""R1"",13,""24"",486,459,""43gb"""
"10641,""CS2"",""R1"",14,""25"",224,443.5,""43gb"""
"10840,""CS2"",""R1"",13,""26"",226,464.5,""43gb"""
"11161,""CS2"",""R2"",12,""27"",540,458,""43gb"""
"11343,""CS2"",""R2"",12,""28"",1170,456,""43gb"""
"12040,""CS2"",""R1"",12,""29"",579,472,""43gb"""
"12162,""CS2"",""R2"",9,""30"",701,455,""43gb"""
"12641,""CS2"",""R1"",13,""31"",730,456,""43gb"""
"12841,""CS2"",""R1"",14,""32"",471,458,""43gb"""
"13440,""CS2"",""R1"",13,""33"",501,456,""43gb"""
"13840,""CS2"",""R1"",13,""34"",761,460.5,""43gb"""
"14243,""CS2"",""R1"",12,""35"",575,512,""43gb"""
"15242,""CS2"",""R1"",12,""36"",985,453.5,""43gb"""
"15342,""CS2"",""R2"",13,""37"",717,466,""43gb"""
"15741,""CS2"",""R2"",14,""38"",320,462.5,""43gb"""
"15941,""CS2"",""R2"",13,""39"",571,464,""43gb"""
"16041,""CS2"",""R1"",14,""40"",251,466,""43gb"""
"16243,""CS2"",""R1"",13,""41"",775,461,""43gb"""
"17242,""CS2"",""R1"",13,""42"",684,507,""43gb"""
"17341,""CS2"",""R2"",13,""43"",533,457.5,""43gb"""
"17441,""CS2"",""R1"",8,""44"",701,453,""43gb"""
"17541,""CS2"",""R2"",13,""45"",582,479.5,""43gb"""
"17741,""CS2"",""R2"",13,""46"",551,452,""43gb"""
"18339,""CS2"",""R2"",13,""47"",339,456,""43gb"""
"18838,""CS2"",""R1"",12,""48"",897,482,""43gb"""
"18939,""CS2"",""R2"",13,""49"",667,471,""43gb"""
"19838,""CS2"",""R1"",14,""50"",233,443,""43gb"""
"8160,""CS3"",""R1"",13,""1"",571,431,""43gb"""
"11162,""CS3"",""R2"",10,""2"",563,449.5,""43gb"""
"14159,""CS3"",""R1"",12,""3"",570,439,""43gb"""
"15160,""CS3"",""R2"",11,""4"",1316,436,""43gb"""
"16161,""CS3"",""R1"",12,""5"",549,436,""43gb"""
"18160,""CS3"",""R1"",12,""6"",453,431,""43gb"""
"2245,""CS3"",""R1"",12,""7"",552,447,""43gb"""
"2445,""CS3"",""R1"",12,""8"",484,464,""43gb"""
"3342,""CS3"",""R2"",12,""9"",641,455.5,""43gb"""
"4040,""CS3"",""R1"",12,""10"",596,445,""43gb"""
"4341,""CS3"",""R2"",10,""11"",1057,443,""43gb"""
"4841,""CS3"",""R1"",12,""12"",230,463,""43gb"""
"5242,""CS3"",""R2"",11,""13"",699,435,""43gb"""
"5439,""CS3"",""R2"",7,""14"",1227,447,""43gb"""
"5540,""CS3"",""R1"",12,""15"",492,458,""43gb"""
"5740,""CS3"",""R1"",13,""16"",372,444.5,""43gb"""
"6161,""CS3"",""R1"",12,""17"",601,11521,""43gb"""
"6940,""CS3"",""R1"",12,""18"",572,445,""43gb"""
"7840,""CS3"",""R2"",11,""19"",227,434.5,""43gb"""
"8041,""CS3"",""R2"",11,""20"",488,433,""43gb"""
"8740,""CS3"",""R2"",13,""21"",254,431,""43gb"""
"9041,""CS3"",""R1"",12,""22"",549,430.5,""43gb"""
"9641,""CS3"",""R1"",12,""23"",605,453,""43gb"""
"9841,""CS3"",""R1"",13,""24"",485,459,""43gb"""
"9941,""CS3"",""R2"",13,""25"",478,461,""43gb"""
"10161,""CS3"",""R2"",12,""26"",834,446.5,""43gb"""
"10340,""CS3"",""R2"",9,""27"",682,456,""43gb"""
"10441,""CS3"",""R1"",12,""28"",643,451,""43gb"""
"10541,""CS3"",""R2"",9,""29"",582,450.5,""43gb"""
"11055,""CS3"",""R1"",12,""30"",488,447,""43gb"""
"12341,""CS3"",""R2"",13,""31"",507,461,""43gb"""
"13040,""CS3"",""R1"",13,""32"",548,476,""43gb"""
"13160,""CS3"",""R2"",11,""33"",785,480,""43gb"""
"13240,""CS3"",""R1"",12,""34"",723,461,""43gb"""
"13541,""CS3"",""R2"",13,""35"",481,456,""43gb"""
"13741,""CS3"",""R2"",13,""36"",627,455,""43gb"""
"14160,""CS3"",""R2"",11,""37"",1424,452,""43gb"""
"14641,""CS3"",""R1"",13,""38"",575,483.5,""43gb"""
"15161,""CS3"",""R2"",10,""39"",523,464,""43gb"""
"15539,""CS3"",""R2"",12,""40"",540,482.5,""43gb"""
"16341,""CS3"",""R2"",13,""41"",561,472,""43gb"""
"16441,""CS3"",""R1"",13,""42"",508,545,""43gb"""
"16840,""CS3"",""R1"",13,""43"",667,465,""43gb"""
"17641,""CS3"",""R1"",13,""44"",633,468,""43gb"""
"18040,""CS3"",""R1"",13,""45"",761,434.5,""43gb"""
"18242,""CS3"",""R1"",13,""46"",497,447.5,""43gb"""
"18438,""CS3"",""R1"",13,""47"",591,451,""43gb"""
"18538,""CS3"",""R2"",12,""48"",715,463,""43gb"""
"19639,""CS3"",""R1"",13,""49"",563,445.5,""43gb"""
"19938,""CS3"",""R2"",12,""50"",269,448,""43gb"""
"2167,""CS-"",""R2"",10,""1"",543,592,""45ac"""
"5164,""CS-"",""R1"",10,""2"",521,461,""45ac"""
"19160,""CS-"",""R2"",12,""3"",521,451,""45ac"""
"2054,""CS-"",""R2"",11,""4"",591,455,""45ac"""
"2447,""CS-"",""R1"",11,""5"",808,440,""45ac"""
"2743,""CS-"",""R2"",12,""6"",770,458,""45ac"""
"3244,""CS-"",""R2"",12,""7"",710,599.5,""45ac"""
"3443,""CS-"",""R1"",11,""8"",633,468,""45ac"""
"3942,""CS-"",""R1"",9,""9"",736,456,""45ac"""
"4042,""CS-"",""R2"",12,""10"",729,458,""45ac"""
"4343,""CS-"",""R2"",11,""11"",1531,460,""45ac"""
"4443,""CS-"",""R1"",13,""12"",482,468,""45ac"""
"4743,""CS-"",""R2"",12,""13"",844,456,""45ac"""
"5244,""CS-"",""R2"",11,""14"",564,463,""45ac"""
"5943,""CS-"",""R2"",12,""15"",721,456,""45ac"""
"6164,""CS-"",""R2"",12,""16"",844,447,""45ac"""
"6643,""CS-"",""R1"",13,""17"",579,451,""45ac"""
"7244,""CS-"",""R2"",12,""18"",728,461,""45ac"""
"7543,""CS-"",""R1"",9,""19"",1133,473,""45ac"""
"8163,""CS-"",""R2"",10,""20"",1618,477,""45ac"""
"8843,""CS-"",""R2"",10,""21"",1394,459,""45ac"""
"9165,""CS-"",""R1"",13,""22"",689,484,""45ac"""
"9443,""CS-"",""R2"",10,""23"",1368,458,""45ac"""
"9742,""CS-"",""R1"",12,""24"",574,447.5,""45ac"""
"9843,""CS-"",""R2"",9,""25"",1353,447,""45ac"""
"10943,""CS-"",""R1"",12,""26"",529,455.5,""45ac"""
"11245,""CS-"",""R2"",12,""27"",887,491,""45ac"""
"11641,""CS-"",""R2"",12,""28"",827,519.5,""45ac"""
"11742,""CS-"",""R1"",12,""29"",565,592,""45ac"""
"11843,""CS-"",""R2"",12,""30"",502,504,""45ac"""
"12843,""CS-"",""R1"",9,""31"",860,456,""45ac"""
"12943,""CS-"",""R2"",11,""32"",803,568,""45ac"""
"13343,""CS-"",""R2"",11,""33"",778,712,""45ac"""
"13442,""CS-"",""R1"",12,""34"",556,692,""45ac"""
"13643,""CS-"",""R1"",11,""35"",541,615,""45ac"""
"13743,""CS-"",""R2"",12,""36"",813,464,""45ac"""
"14245,""CS-"",""R2"",11,""37"",1150,456,""45ac"""
"14942,""CS-"",""R1"",12,""38"",547,457.5,""45ac"""
"15743,""CS-"",""R1"",12,""39"",571,453,""45ac"""
"15843,""CS-"",""R2"",12,""40"",572,552,""45ac"""
"16543,""CS-"",""R1"",12,""41"",566,454,""45ac"""
"17244,""CS-"",""R2"",11,""42"",916,467,""45ac"""
"17343,""CS-"",""R1"",11,""43"",1012,453,""45ac"""
"18163,""CS-"",""R1"",10,""44"",1555,456,""45ac"""
"18440,""CS-"",""R2"",11,""45"",501,454,""45ac"""
"18840,""CS-"",""R2"",10,""46"",1463,459,""45ac"""
"19161,""CS-"",""R1"",12,""47"",226,452.5,""45ac"""
"19341,""CS-"",""R1"",11,""48"",1162,461,""45ac"""
"19840,""CS-"",""R1"",12,""49"",941,454,""45ac"""
"20040,""CS-"",""R1"",11,""50"",675,452,""45ac"""
"11165,""CS1"",""R2"",11,""1"",667,458,""45ac"""
"12165,""CS1"",""R1"",13,""2"",518,451,""45ac"""
"13163,""CS1"",""R2"",10,""3"",633,494.5,""45ac"""
"15164,""CS1"",""R2"",11,""4"",648,450,""45ac"""
"16164,""CS1"",""R1"",12,""5"",567,446,""45ac"""
"17164,""CS1"",""R2"",11,""6"",686,455,""45ac"""
"18164,""CS1"",""R1"",10,""7"",697,452,""45ac"""
"2168,""CS1"",""R1"",9,""8"",624,461,""45ac"""
"2347,""CS1"",""R2"",11,""9"",623,464.5,""45ac"""
"2547,""CS1"",""R2"",12,""10"",538,458,""45ac"""
"4543,""CS1"",""R1"",12,""11"",513,486,""45ac"""
"4643,""CS1"",""R2"",11,""12"",925,466,""45ac"""
"4943,""CS1"",""R2"",13,""13"",517,463,""45ac"""
"5165,""CS1"",""R2"",11,""14"",770,449.5,""45ac"""
"5342,""CS1"",""R1"",12,""15"",519,452,""45ac"""
"5441,""CS1"",""R2"",13,""16"",614,464,""45ac"""
"6441,""CS1"",""R1"",12,""17"",755,473,""45ac"""
"6942,""CS1"",""R2"",11,""18"",657,459,""45ac"""
"7942,""CS1"",""R1"",12,""19"",733,463,""45ac"""
"8043,""CS1"",""R2"",12,""20"",685,532,""45ac"""
"8542,""CS1"",""R2"",11,""21"",1236,443,""45ac"""
"9043,""CS1"",""R2"",12,""22"",960,459,""45ac"""
"9343,""CS1"",""R1"",11,""23"",1380,462,""45ac"""
"9542,""CS1"",""R1"",12,""24"",670,560,""45ac"""
"9643,""CS1"",""R2"",12,""25"",688,548,""45ac"""
"9943,""CS1"",""R1"",12,""26"",781,455,""45ac"""
"10043,""CS1"",""R2"",12,""27"",794,461,""45ac"""
"10842,""CS1"",""R2"",13,""28"",551,450.5,""45ac"""
"11543,""CS1"",""R1"",12,""29"",742,455,""45ac"""
"12042,""CS1"",""R1"",11,""30"",743,449,""45ac"""
"12343,""CS1"",""R1"",10,""31"",1554,525,""45ac"""
"12643,""CS1"",""R2"",11,""32"",645,441,""45ac"""
"12743,""CS1"",""R2"",12,""33"",550,450,""45ac"""
"13242,""CS1"",""R1"",12,""34"",509,752,""45ac"""
"13842,""CS1"",""R1"",12,""35"",516,467.5,""45ac"""
"14042,""CS1"",""R1"",11,""36"",633,454.5,""45ac"""
"14543,""CS1"",""R1"",13,""37"",611,455,""45ac"""
"14643,""CS1"",""R2"",11,""38"",1341,442.5,""45ac"""
"15443,""CS1"",""R2"",12,""39"",655,452,""45ac"""
"16043,""CS1"",""R2"",12,""40"",567,452,""45ac"""
"16443,""CS1"",""R2"",12,""41"",577,446,""45ac"""
"17842,""CS1"",""R2"",12,""42"",582,456,""45ac"""
"18341,""CS1"",""R1"",11,""43"",544,452,""45ac"""
"18741,""CS1"",""R1"",11,""44"",669,459,""45ac"""
"18941,""CS1"",""R1"",11,""45"",1136,459,""45ac"""
"19041,""CS1"",""R2"",13,""46"",559,447,""45ac"""
"19243,""CS1"",""R2"",12,""47"",658,448.5,""45ac"""
"19541,""CS1"",""R2"",13,""48"",623,462,""45ac"""
"19740,""CS1"",""R2"",11,""49"",1147,466,""45ac"""
"20120,""CS1"",""R2"",12,""50"",661,459,""45ac"""
"3164,""CS2"",""R2"",10,""1"",612,451,""45ac"""
"9166,""CS2"",""R2"",13,""2"",552,450,""45ac"""
"10164,""CS2"",""R1"",9,""3"",1076,446,""45ac"""
"14163,""CS2"",""R1"",12,""4"",504,465,""45ac"""
"2247,""CS2"",""R2"",10,""5"",543,448.5,""45ac"""
"2643,""CS2"",""R1"",11,""6"",656,448,""45ac"""
"3165,""CS2"",""R1"",10,""7"",540,520,""45ac"""
"3643,""CS2"",""R2"",8,""8"",790,468.5,""45ac"""
"3743,""CS2"",""R1"",9,""9"",738,479,""45ac"""
"3843,""CS2"",""R2"",9,""10"",871,462,""45ac"""
"5043,""CS2"",""R1"",12,""11"",685,448,""45ac"""
"5542,""CS2"",""R1"",9,""12"",1480,463,""45ac"""
"5642,""CS2"",""R2"",12,""13"",626,450,""45ac"""
"5742,""CS2"",""R1"",11,""14"",872,535,""45ac"""
"6245,""CS2"",""R1"",13,""15"",545,467.5,""45ac"""
"6542,""CS2"",""R2"",12,""16"",644,465,""45ac"""
"6742,""CS2"",""R2"",12,""17"",612,459,""45ac"""
"7342,""CS2"",""R1"",11,""18"",616,453,""45ac"""
"7643,""CS2"",""R2"",11,""19"",789,477,""45ac"""
"7743,""CS2"",""R1"",9,""20"",701,459,""45ac"""
"8245,""CS2"",""R2"",7,""21"",1558,461,""45ac"""
"8342,""CS2"",""R1"",12,""22"",580,460.5,""45ac"""
"8642,""CS2"",""R1"",12,""23"",684,449,""45ac"""
"8742,""CS2"",""R1"",12,""24"",655,454,""45ac"""
"8942,""CS2"",""R1"",12,""25"",609,496,""45ac"""
"10543,""CS2"",""R2"",13,""26"",616,461,""45ac"""
"11058,""CS2"",""R2"",13,""27"",707,444,""45ac"""
"11166,""CS2"",""R1"",12,""28"",735,460,""45ac"""
"11942,""CS2"",""R2"",13,""29"",594,473,""45ac"""
"12166,""CS2"",""R2"",11,""30"",1432,477.5,""45ac"""
"12245,""CS2"",""R2"",12,""31"",890,444,""45ac"""
"12543,""CS2"",""R1"",11,""32"",529,592,""45ac"""
"13042,""CS2"",""R1"",12,""33"",852,450,""45ac"""
"13543,""CS2"",""R2"",12,""34"",606,648,""45ac"""
"13941,""CS2"",""R2"",6,""35"",701,457,""45ac"""
"14164,""CS2"",""R2"",12,""36"",745,457,""45ac"""
"14343,""CS2"",""R1"",12,""37"",285,476.5,""45ac"""
"14443,""CS2"",""R2"",11,""38"",1158,450,""45ac"""
"14843,""CS2"",""R2"",12,""39"",504,458,""45ac"""
"15043,""CS2"",""R2"",12,""40"",658,460.5,""45ac"""
"16643,""CS2"",""R1"",12,""41"",630,453,""45ac"""
"16842,""CS2"",""R2"",12,""42"",573,465,""45ac"""
"17042,""CS2"",""R2"",12,""43"",601,480,""45ac"""
"17165,""CS2"",""R1"",13,""44"",533,450,""45ac"""
"17443,""CS2"",""R2"",10,""45"",910,471,""45ac"""
"17543,""CS2"",""R1"",12,""46"",589,468,""45ac"""
"17941,""CS2"",""R1"",11,""47"",852,464,""45ac"""
"18244,""CS2"",""R2"",12,""48"",523,513,""45ac"""
"18641,""CS2"",""R2"",13,""49"",625,450,""45ac"""
"19440,""CS2"",""R1"",12,""50"",630,449.5,""45ac"""
"11059,""CS3"",""R1"",8,""1"",627,752,""45ac"""
"4165,""CS3"",""R1"",10,""2"",565,465,""45ac"""
"6165,""CS3"",""R2"",10,""3"",538,440,""45ac"""
"7163,""CS3"",""R1"",10,""4"",754,455,""45ac"""
"8164,""CS3"",""R2"",10,""5"",529,448,""45ac"""
"2843,""CS3"",""R1"",11,""6"",661,NA,""45ac"""
"2942,""CS3"",""R2"",11,""7"",736,516.5,""45ac"""
"3043,""CS3"",""R1"",13,""8"",559,473.5,""45ac"""
"3344,""CS3"",""R2"",10,""9"",744,469.5,""45ac"""
"3542,""CS3"",""R1"",12,""10"",583,471,""45ac"""
"4166,""CS3"",""R2"",11,""11"",524,466.5,""45ac"""
"4243,""CS3"",""R1"",12,""12"",936,453,""45ac"""
"4843,""CS3"",""R1"",12,""13"",708,470.5,""45ac"""
"5843,""CS3"",""R2"",13,""14"",653,467,""45ac"""
"6042,""CS3"",""R1"",12,""15"",563,457.5,""45ac"""
"6343,""CS3"",""R2"",12,""16"",730,465,""45ac"""
"6843,""CS3"",""R1"",12,""17"",569,461,""45ac"""
"7042,""CS3"",""R1"",8,""18"",701,453,""45ac"""
"7443,""CS3"",""R2"",11,""19"",1152,457,""45ac"""
"7842,""CS3"",""R2"",10,""20"",952,472,""45ac"""
"8442,""CS3"",""R1"",11,""21"",976,480,""45ac"""
"9243,""CS3"",""R2"",10,""22"",912,487,""45ac"""
"10165,""CS3"",""R1"",11,""23"",667,445.5,""45ac"""
"10245,""CS3"",""R2"",12,""24"",650,488,""45ac"""
"10342,""CS3"",""R1"",10,""25"",1470,480,""45ac"""
"10443,""CS3"",""R1"",12,""26"",588,462,""45ac"""
"10643,""CS3"",""R1"",12,""27"",561,457,""45ac"""
"10742,""CS3"",""R1"",12,""28"",855,450.5,""45ac"""
"11345,""CS3"",""R1"",12,""29"",874,608,""45ac"""
"11443,""CS3"",""R2"",12,""30"",677,476,""45ac"""
"12442,""CS3"",""R2"",1,""31"",701,503,""45ac"""
"13164,""CS3"",""R2"",11,""32"",667,480,""45ac"""
"14743,""CS3"",""R1"",12,""33"",539,648,""45ac"""
"15165,""CS3"",""R1"",11,""34"",542,468,""45ac"""
"15244,""CS3"",""R2"",12,""35"",587,446.5,""45ac"""
"15344,""CS3"",""R1"",13,""36"",616,462.5,""45ac"""
"15541,""CS3"",""R1"",11,""37"",657,500,""45ac"""
"15642,""CS3"",""R2"",12,""38"",252,455.5,""45ac"""
"15943,""CS3"",""R1"",12,""39"",621,472,""45ac"""
"16165,""CS3"",""R1"",12,""40"",672,454.5,""45ac"""
"16245,""CS3"",""R2"",12,""41"",661,460,""45ac"""
"16343,""CS3"",""R1"",12,""42"",574,449,""45ac"""
"16743,""CS3"",""R2"",11,""43"",784,451,""45ac"""
"16943,""CS3"",""R1"",10,""44"",576,625,""45ac"""
"17643,""CS3"",""R2"",12,""45"",978,467,""45ac"""
"17743,""CS3"",""R1"",12,""46"",586,454,""45ac"""
"18042,""CS3"",""R2"",12,""47"",682,504,""45ac"""
"18540,""CS3"",""R1"",11,""48"",822,452,""45ac"""
"19641,""CS3"",""R1"",11,""49"",901,462,""45ac"""
"19940,""CS3"",""R2"",11,""50"",1344,455.5,""45ac"""
"2172,""CS-"",""R2"",7,""1"",772,860,""47ff"""
"8167,""CS-"",""R1"",7,""2"",713,635,""47ff"""
"13167,""CS-"",""R2"",8,""3"",598,696,""47ff"""
"19164,""CS-"",""R1"",8,""4"",713,636.5,""47ff"""
"2249,""CS-"",""R1"",8,""5"",661,633.5,""47ff"""
"3045,""CS-"",""R1"",7,""6"",808,650,""47ff"""
"3168,""CS-"",""R1"",8,""7"",708,704,""47ff"""
"3544,""CS-"",""R1"",8,""8"",609,768,""47ff"""
"3845,""CS-"",""R1"",8,""9"",644,636,""47ff"""
